projectname,project_match_score,project_match_reason,sco,excel_row_number,versionnumber,with_party,started_on,ended_on,total_calendar_days,total_business_days,source_start_event,source_end_event,needs_lori_to_confirm,reasoning_because_this_was_complex,raw_status_text
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-053 CITZ MCS OpenShift Server,3,V5,ADSL,2025-07-29,2025-07-30,2,2,July 28/25 - V2.1 rec'd,July 30/25 - V3 sent to Province,,"After the returned/back event, the next ADSL turn ran until the next Province submission. The send/submission date is counted with the sender, per Sam.","Aug 14/25 - Signed
July 30/25 - V3 sent to Province
July 28/25 - V2.1 rec'd
July 22/25 - V1.1 sent to Province
July 4/25 - V1 sent to Province
June 25/25 - with Cathy / Adam"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-053 CITZ MCS OpenShift Server,3,V5,SIGNINGTIME,2025-07-31,2025-08-14,15,11,July 30/25 - V3 sent to Province,Aug 14/25 - Signed,,"The next meaningful event after the send was signing/final workflow, so no new CSBC editing turn was created.","Aug 14/25 - Signed
July 30/25 - V3 sent to Province
July 28/25 - V2.1 rec'd
July 22/25 - V1.1 sent to Province
July 4/25 - V1 sent to Province
June 25/25 - with Cathy / Adam"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-056 MCS OpenShift Gold Cl Ext Mtc,4,V1,ADSL,2025-07-07,2025-07-08,2,2,July 7/25 - with Cathy,July 8/25 - V1 sent to Province,,"The lifecycle opened on the ADSL side until the first Province handoff was visible. The send/submission date is counted with the sender, per Sam.","Aug 21/25 - Signed
Aug 18/25 - moved to final; waiting for PR
July 29/25 - response sent to Province
July 28/25 - Province question with Sam
July 23/25 - V3 sent to Province
July 21/25 - V2 rec'd
July 8/25 - V1 sent to Province
July 7/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-056 MCS OpenShift Gold Cl Ext Mtc,4,V2,CSBC,2025-07-09,2025-07-21,13,9,July 8/25 - V1 sent to Province,July 21/25 - V2 rec'd,,Province held the document after the prior send until the next explicit or inferred hand-back.,"Aug 21/25 - Signed
Aug 18/25 - moved to final; waiting for PR
July 29/25 - response sent to Province
July 28/25 - Province question with Sam
July 23/25 - V3 sent to Province
July 21/25 - V2 rec'd
July 8/25 - V1 sent to Province
July 7/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-056 MCS OpenShift Gold Cl Ext Mtc,4,V3,ADSL,2025-07-22,2025-07-23,2,2,July 21/25 - V2 rec'd,July 23/25 - V3 sent to Province,,"After the returned/back event, the next ADSL turn ran until the next Province submission. The send/submission date is counted with the sender, per Sam.","Aug 21/25 - Signed
Aug 18/25 - moved to final; waiting for PR
July 29/25 - response sent to Province
July 28/25 - Province question with Sam
July 23/25 - V3 sent to Province
July 21/25 - V2 rec'd
July 8/25 - V1 sent to Province
July 7/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-056 MCS OpenShift Gold Cl Ext Mtc,4,V4,CSBC,2025-07-24,2025-07-27,4,2,July 23/25 - V3 sent to Province,July 28/25 - Province question with Sam,ADSL/internal work resumed after a Province send without an explicit returned/back/received line; v9 inferred a CSBC interval followed by the next ADSL turn.,Province held the document after the prior send until the next explicit or inferred hand-back.,"Aug 21/25 - Signed
Aug 18/25 - moved to final; waiting for PR
July 29/25 - response sent to Province
July 28/25 - Province question with Sam
July 23/25 - V3 sent to Province
July 21/25 - V2 rec'd
July 8/25 - V1 sent to Province
July 7/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-056 MCS OpenShift Gold Cl Ext Mtc,4,V5,ADSL,2025-07-28,2025-07-29,2,2,July 28/25 - Province question with Sam,July 29/25 - response sent to Province,ADSL/internal work resumed after a Province send without an explicit returned/back/received line; v9 inferred a CSBC interval followed by the next ADSL turn.,"ADSL/internal work resumed, so a new ADSL editing turn was inferred before the next send/signing event. The send/submission date is counted with the sender, per Sam.","Aug 21/25 - Signed
Aug 18/25 - moved to final; waiting for PR
July 29/25 - response sent to Province
July 28/25 - Province question with Sam
July 23/25 - V3 sent to Province
July 21/25 - V2 rec'd
July 8/25 - V1 sent to Province
July 7/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-056 MCS OpenShift Gold Cl Ext Mtc,4,V5,SIGNINGTIME,2025-07-30,2025-08-21,23,17,July 29/25 - response sent to Province,Aug 21/25 - Signed,,"The next meaningful event after the send was signing/final workflow, so no new CSBC editing turn was created.","Aug 21/25 - Signed
Aug 18/25 - moved to final; waiting for PR
July 29/25 - response sent to Province
July 28/25 - Province question with Sam
July 23/25 - V3 sent to Province
July 21/25 - V2 rec'd
July 8/25 - V1 sent to Province
July 7/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-067 MCS OpenShift Gold Cluster,5,V1,ADSL,2025-08-19,2025-08-20,2,2,Aug 19/25 - with Cathy,Aug 20/25 - V1 sent to Province,,"The lifecycle opened on the ADSL side until the first Province handoff was visible. The send/submission date is counted with the sender, per Sam.","Oct 29/25 - Signed
Oct 23/25 - quote rec'd; V3 sent to Province 
Oct 14/25 - waiting for timeline of new switches; getting new quote
Oct 8/25 - question to Tyler
Sept 25/25 - follow up with Chris
Sept 17/25 - with Chris to confirm refresh dates
Sept 10/25 - V2 rec'd; Province requested less than 1 year; with Procurement
Aug 20/25 - V1 sent to Province
Aug 19/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-067 MCS OpenShift Gold Cluster,5,V2,CSBC,2025-08-21,2025-09-10,21,15,Aug 20/25 - V1 sent to Province,Sept 10/25 - V2 rec'd; Province requested less than 1 year; with Procurement,,Province held the document after the prior send until the next explicit or inferred hand-back.,"Oct 29/25 - Signed
Oct 23/25 - quote rec'd; V3 sent to Province 
Oct 14/25 - waiting for timeline of new switches; getting new quote
Oct 8/25 - question to Tyler
Sept 25/25 - follow up with Chris
Sept 17/25 - with Chris to confirm refresh dates
Sept 10/25 - V2 rec'd; Province requested less than 1 year; with Procurement
Aug 20/25 - V1 sent to Province
Aug 19/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-067 MCS OpenShift Gold Cluster,5,V3,ADSL,2025-09-17,2025-10-22,36,26,Sept 17/25 - with Chris to confirm refresh dates,Oct 23/25 - quote rec'd; V3 sent to Province,A returned/back event appeared without a clearly logged Province submission for the prior ADSL turn; Lori should confirm whether a send event is missing in the source text.,The file was back from Province and ADSL/internal work resumed before the next send.,"Oct 29/25 - Signed
Oct 23/25 - quote rec'd; V3 sent to Province 
Oct 14/25 - waiting for timeline of new switches; getting new quote
Oct 8/25 - question to Tyler
Sept 25/25 - follow up with Chris
Sept 17/25 - with Chris to confirm refresh dates
Sept 10/25 - V2 rec'd; Province requested less than 1 year; with Procurement
Aug 20/25 - V1 sent to Province
Aug 19/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-067 MCS OpenShift Gold Cluster,5,V5,ADSL,2025-10-23,2025-10-23,1,1,Oct 23/25 - quote rec'd; V3 sent to Province,Oct 23/25 - quote rec'd; V3 sent to Province,,"After the returned/back event, the next ADSL turn ran until the next Province submission. The send/submission date is counted with the sender, per Sam.","Oct 29/25 - Signed
Oct 23/25 - quote rec'd; V3 sent to Province 
Oct 14/25 - waiting for timeline of new switches; getting new quote
Oct 8/25 - question to Tyler
Sept 25/25 - follow up with Chris
Sept 17/25 - with Chris to confirm refresh dates
Sept 10/25 - V2 rec'd; Province requested less than 1 year; with Procurement
Aug 20/25 - V1 sent to Province
Aug 19/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-067 MCS OpenShift Gold Cluster,5,V5,SIGNINGTIME,2025-10-24,2025-10-29,6,4,Oct 23/25 - quote rec'd; V3 sent to Province,Oct 29/25 - Signed,,"The next meaningful event after the send was signing/final workflow, so no new CSBC editing turn was created.","Oct 29/25 - Signed
Oct 23/25 - quote rec'd; V3 sent to Province 
Oct 14/25 - waiting for timeline of new switches; getting new quote
Oct 8/25 - question to Tyler
Sept 25/25 - follow up with Chris
Sept 17/25 - with Chris to confirm refresh dates
Sept 10/25 - V2 rec'd; Province requested less than 1 year; with Procurement
Aug 20/25 - V1 sent to Province
Aug 19/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-068 MCS OpenShift Custom HW,6,V1,ADSL,2025-08-25,2025-08-26,2,2,Aug 25/25 - with Sian,Aug 26/25 - V1 sent to Province,,"The lifecycle opened on the ADSL side until the first Province handoff was visible. The send/submission date is counted with the sender, per Sam.","Sept 11/25 - Signed
Aug 26/25 - V1 sent to Province
Aug 25/25 - with Sian"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-068 MCS OpenShift Custom HW,6,V1,SIGNINGTIME,2025-08-27,2025-09-11,16,12,Aug 26/25 - V1 sent to Province,Sept 11/25 - Signed,,"The next meaningful event after the send was signing/final workflow, so no new CSBC editing turn was created.","Sept 11/25 - Signed
Aug 26/25 - V1 sent to Province
Aug 25/25 - with Sian"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-069 Redhat OpenShift MCS Servers,7,V1,ADSL,2025-08-28,2025-08-28,1,1,Aug 28/25 - V1 sent to Province,Aug 28/25 - V1 sent to Province,,"The lifecycle opened on the ADSL side until the first Province handoff was visible. The send/submission date is counted with the sender, per Sam.","Sept 19/25 - Signed
Sept 17/25 - V5 sent to Province
Sept 16/25 - V4 rec'd
Sept 10/25 - V3 sent to Province
Sept 9/25 - V2 rec'd; with Joyce
Aug 28/25 - V1 sent to Province"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-069 Redhat OpenShift MCS Servers,7,V2,CSBC,2025-08-29,2025-09-09,12,8,Aug 28/25 - V1 sent to Province,Sept 9/25 - V2 rec'd; with Joyce,,Province held the document after the prior send until the next explicit or inferred hand-back.,"Sept 19/25 - Signed
Sept 17/25 - V5 sent to Province
Sept 16/25 - V4 rec'd
Sept 10/25 - V3 sent to Province
Sept 9/25 - V2 rec'd; with Joyce
Aug 28/25 - V1 sent to Province"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-069 Redhat OpenShift MCS Servers,7,V3,ADSL,2025-09-10,2025-09-10,1,1,Sept 9/25 - V2 rec'd; with Joyce,Sept 10/25 - V3 sent to Province,,"After the returned/back event, the next ADSL turn ran until the next Province submission. The send/submission date is counted with the sender, per Sam.","Sept 19/25 - Signed
Sept 17/25 - V5 sent to Province
Sept 16/25 - V4 rec'd
Sept 10/25 - V3 sent to Province
Sept 9/25 - V2 rec'd; with Joyce
Aug 28/25 - V1 sent to Province"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-069 Redhat OpenShift MCS Servers,7,V4,CSBC,2025-09-11,2025-09-16,6,4,Sept 10/25 - V3 sent to Province,Sept 16/25 - V4 rec'd,,Province held the document after the prior send until the next explicit or inferred hand-back.,"Sept 19/25 - Signed
Sept 17/25 - V5 sent to Province
Sept 16/25 - V4 rec'd
Sept 10/25 - V3 sent to Province
Sept 9/25 - V2 rec'd; with Joyce
Aug 28/25 - V1 sent to Province"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-069 Redhat OpenShift MCS Servers,7,V5,ADSL,2025-09-17,2025-09-17,1,1,Sept 16/25 - V4 rec'd,Sept 17/25 - V5 sent to Province,,"After the returned/back event, the next ADSL turn ran until the next Province submission. The send/submission date is counted with the sender, per Sam.","Sept 19/25 - Signed
Sept 17/25 - V5 sent to Province
Sept 16/25 - V4 rec'd
Sept 10/25 - V3 sent to Province
Sept 9/25 - V2 rec'd; with Joyce
Aug 28/25 - V1 sent to Province"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-069 Redhat OpenShift MCS Servers,7,V5,SIGNINGTIME,2025-09-18,2025-09-19,2,2,Sept 17/25 - V5 sent to Province,Sept 19/25 - Signed,,"The next meaningful event after the send was signing/final workflow, so no new CSBC editing turn was created.","Sept 19/25 - Signed
Sept 17/25 - V5 sent to Province
Sept 16/25 - V4 rec'd
Sept 10/25 - V3 sent to Province
Sept 9/25 - V2 rec'd; with Joyce
Aug 28/25 - V1 sent to Province"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-073 MCS OpenShift Custom HW,8,V1,ADSL,2025-08-28,2025-09-03,7,5,Aug 28/25 - with Cathy / Bruce,Sept 3/25 - V1 sent to Province,,"The lifecycle opened on the ADSL side until the first Province handoff was visible. The send/submission date is counted with the sender, per Sam.","Oct 24/25 - Signed
Oct 23/25 - V2 rec'd; V3 and V3.1 sent to Province; Adobe Sign
Oct 20/25 - V1.1 sent to Province
Oct 15/25 - Sam to confirm if new quotes correct
Sept 23/25 - Province asked some clarifying questions around the ordering of this proposed hardware
Sept 9/25 - on hold; Sam reviewing port counts which may change
Sept 3/25 - V1 sent to Province
Aug 28/25 - with Cathy / Bruce"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-073 MCS OpenShift Custom HW,8,V2,CSBC,2025-09-04,2025-09-08,5,3,Sept 3/25 - V1 sent to Province,Sept 9/25 - on hold; Sam reviewing port counts which may change,ADSL/internal work resumed after a Province send without an explicit returned/back/received line; v9 inferred a CSBC interval followed by the next ADSL turn.,Province held the document after the prior send until the next explicit or inferred hand-back.,"Oct 24/25 - Signed
Oct 23/25 - V2 rec'd; V3 and V3.1 sent to Province; Adobe Sign
Oct 20/25 - V1.1 sent to Province
Oct 15/25 - Sam to confirm if new quotes correct
Sept 23/25 - Province asked some clarifying questions around the ordering of this proposed hardware
Sept 9/25 - on hold; Sam reviewing port counts which may change
Sept 3/25 - V1 sent to Province
Aug 28/25 - with Cathy / Bruce"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-073 MCS OpenShift Custom HW,8,V3,ADSL,2025-09-09,2025-10-20,42,30,Sept 9/25 - on hold; Sam reviewing port counts which may change,Oct 20/25 - V1.1 sent to Province,ADSL/internal work resumed after a Province send without an explicit returned/back/received line; v9 inferred a CSBC interval followed by the next ADSL turn.,"ADSL/internal work resumed, so a new ADSL editing turn was inferred before the next send/signing event. The send/submission date is counted with the sender, per Sam.","Oct 24/25 - Signed
Oct 23/25 - V2 rec'd; V3 and V3.1 sent to Province; Adobe Sign
Oct 20/25 - V1.1 sent to Province
Oct 15/25 - Sam to confirm if new quotes correct
Sept 23/25 - Province asked some clarifying questions around the ordering of this proposed hardware
Sept 9/25 - on hold; Sam reviewing port counts which may change
Sept 3/25 - V1 sent to Province
Aug 28/25 - with Cathy / Bruce"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-073 MCS OpenShift Custom HW,8,V4,CSBC,2025-10-21,2025-10-23,3,3,Oct 20/25 - V1.1 sent to Province,Oct 23/25 - V2 rec'd; V3 and V3.1 sent to Province; Adobe Sign,Explicit returned version 2 did not match the normalized ownership turn V4; v9 kept normalized turn labels and Lori should confirm the exact version breadcrumb.,Province held the document after the prior send until the next explicit or inferred hand-back.,"Oct 24/25 - Signed
Oct 23/25 - V2 rec'd; V3 and V3.1 sent to Province; Adobe Sign
Oct 20/25 - V1.1 sent to Province
Oct 15/25 - Sam to confirm if new quotes correct
Sept 23/25 - Province asked some clarifying questions around the ordering of this proposed hardware
Sept 9/25 - on hold; Sam reviewing port counts which may change
Sept 3/25 - V1 sent to Province
Aug 28/25 - with Cathy / Bruce"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-073 MCS OpenShift Custom HW,8,V5,ADSL,2025-10-23,2025-10-23,1,1,Oct 23/25 - V2 rec'd; V3 and V3.1 sent to Province; Adobe Sign,Oct 23/25 - V2 rec'd; V3 and V3.1 sent to Province; Adobe Sign,,"After the returned/back event, the next ADSL turn ran until the next Province submission. The send/submission date is counted with the sender, per Sam.","Oct 24/25 - Signed
Oct 23/25 - V2 rec'd; V3 and V3.1 sent to Province; Adobe Sign
Oct 20/25 - V1.1 sent to Province
Oct 15/25 - Sam to confirm if new quotes correct
Sept 23/25 - Province asked some clarifying questions around the ordering of this proposed hardware
Sept 9/25 - on hold; Sam reviewing port counts which may change
Sept 3/25 - V1 sent to Province
Aug 28/25 - with Cathy / Bruce"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-073 MCS OpenShift Custom HW,8,V5,SIGNINGTIME,2025-10-23,2025-10-24,2,2,Oct 23/25 - V2 rec'd; V3 and V3.1 sent to Province; Adobe Sign,Oct 24/25 - Signed,,"The next meaningful event after the send was signing/final workflow, so no new CSBC editing turn was created.","Oct 24/25 - Signed
Oct 23/25 - V2 rec'd; V3 and V3.1 sent to Province; Adobe Sign
Oct 20/25 - V1.1 sent to Province
Oct 15/25 - Sam to confirm if new quotes correct
Sept 23/25 - Province asked some clarifying questions around the ordering of this proposed hardware
Sept 9/25 - on hold; Sam reviewing port counts which may change
Sept 3/25 - V1 sent to Province
Aug 28/25 - with Cathy / Bruce"
